person_age,person_gender,person_education,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_income_log
25.0,female,Bachelor,2,MORTGAGE,18000.0,HOMEIMPROVEMENT,16.45,0.05,3.0,620,No,0,12.797311677482544
26.0,male,Bachelor,2,RENT,30000.0,PERSONAL,7.49,0.31,3.0,622,No,1,11.495077126806448
22.0,female,High School,0,RENT,30000.0,MEDICAL,12.69,0.37,3.0,645,No,1,11.300214801327241
26.0,male,Master,2,RENT,30000.0,DEBTCONSOLIDATION,6.62,0.28,3.0,654,No,1,11.589497541580574
24.0,female,Bachelor,2,RENT,30000.0,DEBTCONSOLIDATION,11.01,0.32,4.0,624,No,1,11.45794115663747
23.0,male,High School,1,RENT,30000.0,DEBTCONSOLIDATION,18.62,0.32,3.0,570,No,1,11.45689465044527
23.0,male,Bachelor,3,RENT,30000.0,PERSONAL,15.23,0.27,3.0,648,No,1,11.61867190614922
23.0,female,Associate,0,RENT,30000.0,VENTURE,10.65,0.26,2.0,652,No,1,11.672072215056804
25.0,male,Bachelor,3,RENT,30000.0,EDUCATION,7.9,0.21,4.0,559,No,0,11.884392465017156
26.0,male,High School,7,RENT,10000.0,PERSONAL,15.96,0.03,3.0,623,Yes,0,12.728235756414945
26.0,male,Associate,2,RENT,20000.0,VENTURE,11.48,0.06,3.0,602,Yes,0,12.717599023710427
23.0,male,Bachelor,1,OWN,35000.0,PERSONAL,11.01,0.1,4.0,609,No,0,12.71709824929883
25.0,male,Master,1,RENT,30000.0,PERSONAL,7.29,0.19,4.0,573,Yes,0,11.949850479696664
24.0,male,Associate,1,OWN,1750.0,VENTURE,11.01,0.11,3.0,631,Yes,0,9.631022445889208
21.0,female,Bachelor,0,RENT,30000.0,VENTURE,5.99,0.19,4.0,623,Yes,0,11.972493583181924
22.0,female,Bachelor,0,OWN,12000.0,VENTURE,11.58,0.04,2.0,602,Yes,0,12.70997938895037
26.0,female,High School,6,MORTGAGE,10000.0,EDUCATION,11.01,0.03,4.0,579,No,1,12.664974249727509
25.0,female,Associate,0,MORTGAGE,25000.0,MEDICAL,15.7,0.09,2.0,582,No,1,12.497517629342482
22.0,male,Master,0,RENT,29100.0,EDUCATION,15.99,0.34,3.0,700,No,1,11.35266281169522
22.0,male,Associate,0,MORTGAGE,1500.0,EDUCATION,14.84,0.1,3.0,688,No,0,9.616738378132947
26.0,male,Bachelor,3,OWN,28000.0,HOMEIMPROVEMENT,10.99,0.09,3.0,607,Yes,0,12.65428110117717
25.0,female,Bachelor,0,MORTGAGE,20000.0,HOMEIMPROVEMENT,14.42,0.06,2.0,661,Yes,0,12.65060781441848
24.0,male,High School,5,MORTGAGE,9600.0,EDUCATION,6.99,0.03,2.0,562,Yes,0,12.634270723805884
25.0,female,Bachelor,0,RENT,25000.0,MEDICAL,13.49,0.08,4.0,664,Yes,0,12.615320589683558
25.0,male,High School,1,OWN,3000.0,MEDICAL,11.01,0.2,3.0,564,No,1,9.62661352880094
22.0,male,Associate,0,RENT,28000.0,MEDICAL,11.01,0.41,2.0,598,No,1,11.142484777883936
21.0,female,High School,0,OWN,3000.0,EDUCATION,13.61,0.2,3.0,557,No,1,9.636130846545592
23.0,female,Associate,0,RENT,28000.0,EDUCATION,7.9,0.35,2.0,677,No,1,11.279529537191667
26.0,male,Bachelor,4,RENT,28000.0,VENTURE,7.49,0.27,3.0,690,No,1,11.539129130466865
26.0,male,Associate,1,OWN,6100.0,EDUCATION,7.51,0.4,3.0,599,No,1,9.631022445889208
22.0,male,High School,0,RENT,28000.0,VENTURE,9.91,0.26,3.0,604,No,1,11.576529174307367
21.0,female,Bachelor,0,OWN,4200.0,PERSONAL,13.48,0.28,4.0,663,No,1,9.632531483999934
22.0,male,Bachelor,3,OWN,4750.0,DEBTCONSOLIDATION,7.14,0.31,2.0,601,No,1,9.64426335290083
24.0,male,High School,1,RENT,28000.0,VENTURE,15.99,0.28,4.0,634,No,1,11.516249932798248
24.0,male,Bachelor,2,RENT,18000.0,EDUCATION,12.98,0.06,3.0,671,No,0,12.614706062576031
25.0,female,Bachelor,1,RENT,28000.0,DEBTCONSOLIDATION,12.69,0.23,3.0,622,No,0,11.704066350238913
26.0,male,Associate,1,RENT,28000.0,EDUCATION,8.9,0.21,2.0,538,Yes,0,11.800904993177658
26.0,male,Bachelor,0,OWN,2700.0,DEBTCONSOLIDATION,11.01,0.17,4.0,587,No,1,9.648982324778904
22.0,male,Master,0,RENT,28000.0,EDUCATION,11.01,0.21,4.0,683,No,1,11.78182983471114
23.0,male,Associate,0,RENT,28000.0,DEBTCONSOLIDATION,11.11,0.15,2.0,634,Yes,0,12.113502209198844
24.0,female,Bachelor,3,RENT,27600.0,HOMEIMPROVEMENT,11.01,0.33,2.0,690,No,1,11.336832470347295
21.0,female,Bachelor,0,MORTGAGE,3250.0,DEBTCONSOLIDATION,15.68,0.21,3.0,518,No,1,9.641798060358601
22.0,female,Bachelor,0,RENT,27500.0,EDUCATION,13.06,0.32,3.0,583,No,1,11.353273011437217
22.0,male,Associate,2,OWN,25000.0,PERSONAL,11.01,0.09,2.0,617,Yes,0,12.573863577313576
26.0,male,Associate,4,RENT,27050.0,VENTURE,15.62,0.3,2.0,668,No,1,11.397233990474037
24.0,male,Master,2,RENT,27000.0,PERSONAL,13.49,0.27,2.0,673,No,1,11.518012504018786
24.0,male,High School,3,RENT,27000.0,VENTURE,11.01,0.3,3.0,706,No,1,11.395840935301726
23.0,female,High School,1,RENT,26000.0,MEDICAL,11.71,0.34,2.0,536,No,1,11.23710608506096
23.0,male,Associate,0,RENT,25600.0,EDUCATION,12.69,0.18,3.0,557,Yes,0,11.885130195117252
24.0,female,Bachelor,1,OWN,1600.0,MEDICAL,13.57,0.1,3.0,689,Yes,0,9.675896626294639
22.0,male,Bachelor,3,RENT,25475.0,VENTURE,10.99,0.35,3.0,681,No,1,11.200021306448395
25.0,male,Master,4,MORTGAGE,20000.0,MEDICAL,14.27,0.07,4.0,623,Yes,0,12.54789483133238
24.0,female,Associate,0,OWN,20000.0,HOMEIMPROVEMENT,8.88,0.07,4.0,595,Yes,0,12.548867708034866
26.0,male,Bachelor,1,MORTGAGE,21600.0,HOMEIMPROVEMENT,12.18,0.08,3.0,584,Yes,0,12.548928037825913
25.0,male,Bachelor,4,MORTGAGE,11900.0,DEBTCONSOLIDATION,14.42,0.04,3.0,669,No,1,12.491593634522332
26.0,male,High School,3,MORTGAGE,25000.0,MEDICAL,14.17,0.09,2.0,642,Yes,0,12.541347737287909
25.0,female,High School,4,MORTGAGE,35000.0,MEDICAL,13.99,0.13,4.0,622,Yes,0,12.5318377650077
23.0,male,Associate,0,RENT,25300.0,EDUCATION,10.99,0.25,3.0,689,No,1,11.52046695630357
22.0,male,High School,1,MORTGAGE,2000.0,PERSONAL,5.42,0.12,4.0,614,No,1,9.69393867348769
25.0,female,Bachelor,2,OWN,1750.0,PERSONAL,13.61,0.11,3.0,597,Yes,0,9.693506987748199
21.0,female,Bachelor,3,RENT,25000.0,EDUCATION,12.73,0.48,3.0,673,No,1,10.857517130910551
24.0,male,Associate,3,RENT,25000.0,HOMEIMPROVEMENT,11.01,0.5,3.0,625,No,1,10.825959143485365
25.0,male,High School,0,OWN,3000.0,DEBTCONSOLIDATION,12.87,0.18,4.0,603,No,1,9.70375530548238
24.0,male,Bachelor,0,MORTGAGE,3650.0,HOMEIMPROVEMENT,9.91,0.22,3.0,589,No,1,9.715530144123544
26.0,male,Master,5,MORTGAGE,20000.0,HOMEIMPROVEMENT,11.49,0.07,4.0,670,Yes,0,12.514299716711085
25.0,female,Bachelor,3,MORTGAGE,30000.0,HOMEIMPROVEMENT,19.91,0.11,2.0,637,Yes,0,12.511072643314217
26.0,male,Associate,2,MORTGAGE,35000.0,EDUCATION,10.65,0.14,2.0,643,No,1,12.456298147812975
24.0,male,High School,0,RENT,6000.0,MEDICAL,11.01,0.02,4.0,508,Yes,0,12.511138982217584
24.0,male,High School,2,MORTGAGE,4500.0,DEBTCONSOLIDATION,11.83,0.27,4.0,643,No,1,9.709356537782675
23.0,male,High School,0,OWN,2400.0,DEBTCONSOLIDATION,13.49,0.14,2.0,505,No,1,9.717157974344635
22.0,male,Bachelor,0,RENT,25000.0,MEDICAL,14.59,0.48,2.0,593,No,1,10.85145135486515
26.0,female,Master,6,RENT,25000.0,EDUCATION,9.64,0.43,4.0,686,No,1,10.977072589295041
25.0,female,Associate,4,OWN,3600.0,MEDICAL,14.59,0.22,3.0,646,No,1,9.704792681624228
22.0,female,Bachelor,0,OWN,4750.0,EDUCATION,11.01,0.28,3.0,645,No,1,9.734536214680345
25.0,female,Associate,3,RENT,25000.0,EDUCATION,16.35,0.48,3.0,697,No,1,10.854141063037792
21.0,male,High School,0,RENT,25000.0,EDUCATION,10.99,0.42,2.0,648,No,1,10.999847306150944
25.0,male,Master,1,MORTGAGE,25000.0,VENTURE,18.67,0.09,2.0,640,Yes,0,12.50977446390203
26.0,male,Bachelor,5,RENT,3000.0,EDUCATION,9.32,0.01,4.0,681,No,0,12.509397971770698
23.0,female,Associate,0,RENT,7500.0,DEBTCONSOLIDATION,8.63,0.03,2.0,646,No,0,12.508877293252064
26.0,male,Bachelor,4,MORTGAGE,25000.0,VENTURE,10.08,0.09,2.0,615,Yes,0,12.509423813996527
22.0,male,Associate,0,RENT,25000.0,PERSONAL,11.83,0.41,3.0,687,No,1,11.010431701323773
23.0,male,High School,1,RENT,25000.0,DEBTCONSOLIDATION,7.9,0.41,3.0,650,No,1,11.014604662342713
25.0,male,Bachelor,0,RENT,25000.0,HOMEIMPROVEMENT,5.99,0.41,2.0,588,No,1,11.015838367314752
24.0,male,Bachelor,2,RENT,25000.0,DEBTCONSOLIDATION,15.33,0.46,2.0,652,No,1,10.893511900787338
23.0,male,High School,0,RENT,25000.0,VENTURE,11.83,0.41,4.0,658,No,1,11.015377962150081
22.0,male,High School,0,RENT,25000.0,VENTURE,10.36,0.41,2.0,634,No,1,11.01448943885016
22.0,female,High School,0,RENT,25000.0,VENTURE,12.23,0.41,3.0,623,No,1,11.01912082553854
22.0,female,Associate,0,RENT,25000.0,EDUCATION,11.11,0.4,4.0,635,No,1,11.054644851868005
23.0,female,Bachelor,0,OWN,4950.0,DEBTCONSOLIDATION,7.9,0.29,4.0,531,No,1,9.749753452594087
24.0,female,Master,4,MORTGAGE,25000.0,EDUCATION,11.58,0.09,2.0,665,Yes,0,12.487737903200873
23.0,male,Associate,2,MORTGAGE,21000.0,DEBTCONSOLIDATION,8.9,0.08,3.0,703,No,0,12.469228903979925
25.0,female,Associate,5,MORTGAGE,25000.0,EDUCATION,16.07,0.1,3.0,585,Yes,0,12.468575361951212
26.0,female,Bachelor,4,MORTGAGE,20000.0,EDUCATION,14.22,0.08,2.0,594,No,0,12.470146985446348
23.0,male,Bachelor,0,MORTGAGE,35000.0,MEDICAL,14.79,0.14,3.0,618,Yes,0,12.464509978917407
26.0,male,High School,2,MORTGAGE,12000.0,EDUCATION,7.88,0.05,2.0,626,Yes,0,12.46489989289034
23.0,male,High School,0,RENT,25000.0,PERSONAL,13.22,0.39,2.0,695,No,1,11.058763688321779
26.0,female,Doctorate,2,RENT,25000.0,DEBTCONSOLIDATION,11.86,0.44,4.0,690,No,1,10.93891151924848
22.0,male,Bachelor,0,RENT,25000.0,EDUCATION,13.43,0.39,4.0,574,No,1,11.07972424251526
26.0,female,High School,0,RENT,25000.0,HOMEIMPROVEMENT,15.28,0.43,2.0,602,No,1,10.965729727894512
23.0,male,Associate,0,RENT,25000.0,VENTURE,17.93,0.44,2.0,679,No,1,10.956387435872271
23.0,female,High School,2,MORTGAGE,1400.0,EDUCATION,9.25,0.08,4.0,615,No,0,9.736074312475292
21.0,male,Master,0,OWN,4500.0,VENTURE,12.98,0.27,4.0,601,No,1,9.72106599074184
22.0,male,Associate,0,MORTGAGE,16000.0,VENTURE,10.62,0.06,4.0,577,Yes,0,12.44036976391447
26.0,female,Associate,3,OWN,22000.0,PERSONAL,11.83,0.09,4.0,588,Yes,0,12.441389796976072
26.0,male,Bachelor,8,RENT,25000.0,VENTURE,18.43,0.43,2.0,595,No,1,10.978541168793958
22.0,male,High School,2,RENT,25000.0,EDUCATION,11.01,0.37,4.0,653,No,1,11.112641909402493
24.0,female,Master,3,RENT,25000.0,HOMEIMPROVEMENT,11.01,0.38,4.0,663,No,1,11.10712029904896
23.0,male,Bachelor,0,RENT,25000.0,EDUCATION,11.36,0.38,3.0,653,No,1,11.106459856528481
23.0,male,Associate,2,RENT,25000.0,EDUCATION,15.65,0.37,3.0,598,No,1,11.115621960182695
24.0,female,High School,1,RENT,25000.0,PERSONAL,13.22,0.37,4.0,630,No,1,11.11123821177333
26.0,male,Associate,2,RENT,25000.0,DEBTCONSOLIDATION,12.87,0.37,2.0,637,No,1,11.12824779319225
24.0,male,Associate,1,OWN,20000.0,MEDICAL,13.04,0.08,3.0,660,Yes,0,12.411239581373396
23.0,male,Associate,0,MORTGAGE,22000.0,EDUCATION,17.58,0.1,3.0,639,No,1,12.341844027504294
23.0,male,High School,0,OWN,7750.0,PERSONAL,17.04,0.43,4.0,626,No,1,9.79031885443049
24.0,female,Associate,3,RENT,25000.0,PERSONAL,10.99,0.34,3.0,612,No,1,11.19284416007177
24.0,male,Bachelor,1,RENT,25000.0,PERSONAL,11.11,0.34,3.0,628,No,1,11.199227905315166
26.0,female,Master,2,RENT,25000.0,DEBTCONSOLIDATION,14.83,0.38,2.0,592,No,1,11.095605363289915
23.0,male,High School,1,OWN,4000.0,DEBTCONSOLIDATION,11.01,0.23,3.0,580,No,1,9.784478765953926
24.0,male,Bachelor,3,RENT,12000.0,MEDICAL,12.69,0.05,2.0,634,No,0,12.393302967929774
24.0,male,Associate,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,13.49,0.05,2.0,678,No,0,12.392116432887358
21.0,male,High School,0,MORTGAGE,16000.0,EDUCATION,14.65,0.07,4.0,557,Yes,0,12.392473371190626
25.0,male,Bachelor,3,RENT,25000.0,HOMEIMPROVEMENT,16.82,0.38,4.0,672,No,1,11.093508480494004
23.0,male,Bachelor,0,RENT,25000.0,PERSONAL,12.73,0.34,3.0,613,No,1,11.194289217196543
23.0,male,High School,3,RENT,25000.0,PERSONAL,10.25,0.34,4.0,566,No,1,11.193105801390558
21.0,male,Associate,0,RENT,25000.0,EDUCATION,10.99,0.34,4.0,718,No,1,11.19607544721571
25.0,male,High School,4,RENT,25000.0,MEDICAL,12.73,0.33,2.0,484,No,1,11.23195415820989
22.0,female,High School,0,RENT,25000.0,HOMEIMPROVEMENT,14.96,0.36,3.0,634,No,1,11.139322330010808
23.0,female,Bachelor,2,MORTGAGE,28000.0,EDUCATION,11.01,0.12,2.0,653,Yes,0,12.39324906505031
21.0,male,Bachelor,0,MORTGAGE,25000.0,DEBTCONSOLIDATION,13.99,0.1,2.0,699,No,0,12.39280529247854
24.0,male,High School,0,MORTGAGE,24000.0,VENTURE,7.49,0.1,4.0,656,Yes,0,12.391954523518885
26.0,male,High School,3,MORTGAGE,15000.0,EDUCATION,14.79,0.06,3.0,626,Yes,0,12.392680834905967
25.0,male,High School,2,MORTGAGE,15500.0,DEBTCONSOLIDATION,11.99,0.06,2.0,659,No,0,12.392120584064942
24.0,female,High School,4,RENT,10000.0,EDUCATION,8.49,0.04,4.0,604,Yes,0,12.392274165522567
24.0,male,Associate,1,RENT,25000.0,EDUCATION,9.91,0.31,2.0,636,No,1,11.29160525036688
22.0,male,Master,0,RENT,25000.0,EDUCATION,13.06,0.31,3.0,554,No,1,11.293574711894715
22.0,male,High School,0,MORTGAGE,9000.0,DEBTCONSOLIDATION,6.17,0.04,4.0,587,Yes,0,12.392755511308257
25.0,male,Bachelor,4,RENT,18000.0,EDUCATION,16.32,0.07,3.0,708,Yes,0,12.392577108428446
25.0,female,Master,2,MORTGAGE,12000.0,VENTURE,10.38,0.05,2.0,669,Yes,0,12.391593246587886
25.0,male,Associate,2,MORTGAGE,23050.0,PERSONAL,14.35,0.1,3.0,578,No,0,12.393390035674754
24.0,male,Bachelor,5,MORTGAGE,20000.0,DEBTCONSOLIDATION,11.01,0.08,3.0,615,No,0,12.39222435790448
24.0,female,Master,1,RENT,25000.0,DEBTCONSOLIDATION,11.01,0.34,2.0,553,No,1,11.197118228792599
21.0,male,Master,0,OWN,3000.0,HOMEIMPROVEMENT,11.01,0.17,4.0,635,No,1,9.798626911919953
26.0,female,Associate,3,RENT,25000.0,PERSONAL,15.21,0.31,2.0,531,No,1,11.305150706411276
23.0,male,High School,1,RENT,25000.0,EDUCATION,7.9,0.31,4.0,621,No,1,11.300585840488498
24.0,male,Bachelor,1,RENT,25000.0,VENTURE,10.99,0.31,3.0,674,No,1,11.308824448233334
24.0,female,Associate,0,RENT,25000.0,PERSONAL,14.09,0.3,3.0,688,No,1,11.323482611828652
25.0,female,High School,3,RENT,25000.0,PERSONAL,17.49,0.3,2.0,597,No,1,11.337404730073445
25.0,male,Associate,1,MORTGAGE,12000.0,EDUCATION,11.48,0.05,3.0,640,No,0,12.391381402861303
26.0,female,Associate,0,MORTGAGE,20000.0,VENTURE,17.74,0.09,2.0,621,No,1,12.331581317017614
26.0,female,Bachelor,5,MORTGAGE,3000.0,PERSONAL,13.92,0.01,3.0,608,Yes,0,12.39302927708261
25.0,male,Bachelor,3,RENT,25000.0,EDUCATION,15.21,0.29,3.0,653,No,1,11.353753868074973
22.0,female,Bachelor,0,OWN,4000.0,MEDICAL,10.99,0.22,3.0,585,No,1,9.80659111529043
24.0,female,High School,3,RENT,25000.0,EDUCATION,11.86,0.29,4.0,569,No,1,11.348899518139108
24.0,male,Bachelor,2,OWN,6000.0,PERSONAL,7.49,0.33,3.0,587,No,1,9.814383077453307
24.0,male,Bachelor,1,RENT,25000.0,MEDICAL,16.49,0.37,4.0,631,No,1,11.127704063339106
25.0,female,High School,4,RENT,25000.0,VENTURE,15.33,0.31,2.0,592,No,1,11.289806913343524
26.0,female,High School,6,RENT,25000.0,HOMEIMPROVEMENT,11.58,0.31,4.0,679,No,1,11.288230711163282
25.0,male,High School,1,OWN,5375.0,EDUCATION,5.79,0.29,2.0,645,No,1,9.822819649468673
25.0,male,Associate,0,RENT,25000.0,MEDICAL,13.11,0.28,2.0,669,No,1,11.386840563994461
23.0,female,Bachelor,0,RENT,25000.0,MEDICAL,10.36,0.28,3.0,653,No,1,11.408786425229083
25.0,male,Bachelor,1,RENT,25000.0,DEBTCONSOLIDATION,10.36,0.27,2.0,577,No,1,11.417944231057271
24.0,male,High School,0,RENT,22000.0,MEDICAL,11.01,0.1,2.0,668,Yes,0,12.351626478131914
21.0,male,Bachelor,0,MORTGAGE,20000.0,VENTURE,6.54,0.09,4.0,629,No,0,12.353759623428939
25.0,female,Associate,4,MORTGAGE,10000.0,MEDICAL,12.53,0.04,4.0,643,No,0,12.34807989141074
26.0,male,Bachelor,0,MORTGAGE,15000.0,PERSONAL,11.01,0.07,3.0,626,No,0,12.344211532332517
22.0,male,Bachelor,0,MORTGAGE,10000.0,VENTURE,11.01,0.04,3.0,560,Yes,0,12.34107545508965
24.0,male,Bachelor,0,RENT,25000.0,EDUCATION,10.25,0.27,4.0,648,No,1,11.417944231057271
22.0,male,Associate,0,RENT,25000.0,EDUCATION,15.95,0.29,4.0,648,No,1,11.36541104968168
26.0,male,Associate,3,MORTGAGE,20000.0,VENTURE,12.18,0.09,4.0,669,Yes,0,12.34049426678358
23.0,male,High School,2,OWN,24000.0,PERSONAL,11.83,0.1,3.0,536,Yes,0,12.341599545804277
23.0,male,High School,1,RENT,25000.0,DEBTCONSOLIDATION,11.01,0.26,2.0,548,No,1,11.459419197447087
23.0,female,Master,0,RENT,25000.0,VENTURE,10.62,0.26,3.0,667,No,1,11.459324246215024
23.0,male,High School,0,RENT,25000.0,VENTURE,10.74,0.26,3.0,676,No,1,11.464774596407807
25.0,male,Associate,1,OWN,10000.0,VENTURE,10.25,0.04,4.0,570,Yes,0,12.319155764974063
24.0,male,High School,0,MORTGAGE,35000.0,EDUCATION,12.42,0.16,2.0,623,No,0,12.313266479632288
25.0,female,Bachelor,2,RENT,15000.0,VENTURE,15.27,0.07,2.0,652,Yes,0,12.314810451716637
24.0,female,High School,1,RENT,25000.0,MEDICAL,15.33,0.33,2.0,625,No,1,11.228451574129409
23.0,female,High School,1,RENT,25000.0,VENTURE,15.21,0.26,2.0,642,No,1,11.47360234657371
21.0,male,Bachelor,0,OWN,6250.0,VENTURE,14.72,0.35,2.0,580,No,1,9.801731643581741
24.0,male,Associate,2,RENT,25000.0,PERSONAL,15.7,0.26,2.0,622,No,1,11.478623833273208
24.0,male,Bachelor,3,RENT,25000.0,EDUCATION,13.35,0.26,4.0,581,No,1,11.47532743455491
21.0,female,High School,1,MORTGAGE,1500.0,MEDICAL,11.01,0.08,4.0,623,No,0,9.821300881548181
24.0,male,Master,1,RENT,25000.0,EDUCATION,6.62,0.26,2.0,583,No,1,11.480784431637813
26.0,male,Bachelor,4,RENT,25000.0,DEBTCONSOLIDATION,13.61,0.26,4.0,645,No,1,11.481930031267709
22.0,female,Associate,2,RENT,25000.0,MEDICAL,11.36,0.11,2.0,593,Yes,0,12.314819421332066
26.0,male,Associate,3,OWN,5000.0,PERSONAL,7.68,0.02,2.0,659,Yes,0,12.314864268202435
24.0,female,Bachelor,0,RENT,22000.0,HOMEIMPROVEMENT,14.46,0.1,4.0,655,Yes,0,12.315218487790894
23.0,male,Associate,2,OWN,2500.0,EDUCATION,11.83,0.01,2.0,583,Yes,0,12.30844871214704
24.0,female,Associate,0,MORTGAGE,20000.0,DEBTCONSOLIDATION,13.47,0.1,4.0,582,No,1,12.243912598179948
24.0,female,Bachelor,1,MORTGAGE,20000.0,MEDICAL,11.49,0.09,3.0,504,Yes,0,12.3053431546857
22.0,male,High School,0,MORTGAGE,1000.0,EDUCATION,11.01,0.0,2.0,551,Yes,0,12.30373913795726
25.0,female,Associate,1,MORTGAGE,15000.0,PERSONAL,6.03,0.07,3.0,529,Yes,0,12.303702859246057
23.0,female,Bachelor,0,RENT,25000.0,DEBTCONSOLIDATION,16.35,0.28,4.0,674,No,1,11.405551813201885
26.0,female,High School,4,RENT,25000.0,DEBTCONSOLIDATION,11.01,0.28,4.0,595,No,1,11.407642724065646
